Title,Artist,Link
 Nude and Kettle (1976),Fionna E. Carlisle,https://collections.ed.ac.uk/art/record/22558?highlight=*:*
 Magpie (1989),Jane V Hyslop,https://collections.ed.ac.uk/art/record/99961?highlight=*:*
 Chimney Pots (1966),James B. Thomson,https://collections.ed.ac.uk/art/record/21913?highlight=*:*
 Sweden - boats tied up at quayside (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99348?highlight=*:*
 Unknown (1949),John W. Corner,https://collections.ed.ac.uk/art/record/50520?highlight=*:*
 Landscape (01 May 1985),Allison E Sharpe,https://collections.ed.ac.uk/art/record/21466?highlight=*:*
 Untitled (1963),Janette Brown,https://collections.ed.ac.uk/art/record/22008?highlight=*:*
 Standing Male Nude (1959),Bruce Clapperton,https://collections.ed.ac.uk/art/record/20911?highlight=*:*
 Espresso Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53687?highlight=*:*
 Standing Man with Scythe (1950s),John Houston,https://collections.ed.ac.uk/art/record/21046?highlight=*:*
 Bird in Flight (1988),Wilhelmina Barns-Graham CBE HRSA HRSW,https://collections.ed.ac.uk/art/record/99302?highlight=*:*
 Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99814?highlight=*:*
 Portrait of Seated Woman Reading (1953),Roy McCallum,https://collections.ed.ac.uk/art/record/20898?highlight=*:*
 Siena (1956),John P Busby,https://collections.ed.ac.uk/art/record/21379?highlight=*:*
 Multicolour Abstract (1970),Christopher J. Allan,https://collections.ed.ac.uk/art/record/122873?highlight=*:*
 Untitled (Circa 1960),Robert L Snowden,https://collections.ed.ac.uk/art/record/21545?highlight=*:*
 Portrait of a Man in a Flat Cap (1963),John Milligan,https://collections.ed.ac.uk/art/record/21287?highlight=*:*
 Landscape (1966),Beth D. Mitchell,https://collections.ed.ac.uk/art/record/22675?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21573?highlight=*:*
 Study for Life Painting (1958),Andrew Smith,https://collections.ed.ac.uk/art/record/21149?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99908?highlight=*:*
 Untitled (20 Feb 2014),David C Duke,https://collections.ed.ac.uk/art/record/21989?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21778?highlight=*:*
 Portrait of a Woman in a Headdress ,Adam Bruce Thomson,https://collections.ed.ac.uk/art/record/20828?highlight=*:*
 Sweden - Fishing for Str⁯ömming (1962),Ann F Ward,https://collections.ed.ac.uk/art/record/99338?highlight=*:*
 Seated Woman holding Hat (Jun 1961),John Bellany,https://collections.ed.ac.uk/art/record/20768?highlight=*:*
 Woman with Neck Scarf (1981),Alistair M. Banks,https://collections.ed.ac.uk/art/record/122875?highlight=*:*
 Small Landscape (1946),Dorothy M. Peach,https://collections.ed.ac.uk/art/record/21069?highlight=*:*
 Horse ,Emma Gillies,https://collections.ed.ac.uk/art/record/122122?highlight=*:*
 Still Life with Teapot ,Bull,https://collections.ed.ac.uk/art/record/20757?highlight=*:*
 Untitled (2014),Layla Kerley,https://collections.ed.ac.uk/art/record/47454?highlight=*:*
 Untitled ,Unknown,https://collections.ed.ac.uk/art/record/102727?highlight=*:*
 Teacup ,Emma Gillies,https://collections.ed.ac.uk/art/record/53640?highlight=*:*
 Woman and Fox (Feb 1966),James Fairgrieve,https://collections.ed.ac.uk/art/record/21344?highlight=*:*
 Portrait of a Man Seated (1959),C Byron,https://collections.ed.ac.uk/art/record/20914?highlight=*:*
 The Miraculous Draught of Fishes (1951),Edward A. Gage,https://collections.ed.ac.uk/art/record/122881?highlight=*:*
 Unknown (1957),Lawrence F. Baxter,https://collections.ed.ac.uk/art/record/50617?highlight=*:*
 Standing Nude Woman (Circa 1948),Thomas Kim Redpath,https://collections.ed.ac.uk/art/record/122737?highlight=*:*
" Still Life with Jug of Flowers, Goblet and Fruit ",Sir William George Gillies,https://collections.ed.ac.uk/art/record/20753?highlight=*:*
 Farm ,Donald Clark,https://collections.ed.ac.uk/art/record/21489?highlight=*:*
 Portrait of a Man (1939-1940),Robert A Campbell,https://collections.ed.ac.uk/art/record/21127?highlight=*:*
 Simon and Simon (1986),Amanda Lebus,https://collections.ed.ac.uk/art/record/21585?highlight=*:*
 Eight Lines II (2001),Wilhelmina Barns-Graham CBE HRSA HRSW,https://collections.ed.ac.uk/art/record/54748?highlight=*:*
 Making the World Safe for Capitalism (Unknown),Kenny Grant,https://collections.ed.ac.uk/art/record/21819?highlight=*:*
 Forest (Circa 1988),Sheila MacGregor,https://collections.ed.ac.uk/art/record/21500?highlight=*:*
 ___ in Rosyth the Leaf Skeletons Lay on the Pitch ,Sylvia Mackiewicz,https://collections.ed.ac.uk/art/record/21559?highlight=*:*
 Circus (1950),Cecile E M Johnston,https://collections.ed.ac.uk/art/record/21027?highlight=*:*
 Three Men (1963),Geoffrey J Roper,https://collections.ed.ac.uk/art/record/21360?highlight=*:*
 Female Nude (1956),Moira E. Brown,https://collections.ed.ac.uk/art/record/122893?highlight=*:*
 Male Figure (1958),David Rifat,https://collections.ed.ac.uk/art/record/122731?highlight=*:*
 Portrait of a Woman (Circa 1959),Ronald G Browne,https://collections.ed.ac.uk/art/record/21318?highlight=*:*
 Unknown ,Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/53559?highlight=*:*
 Untitled - Five Miners (1963),Felicity J Bostock,https://collections.ed.ac.uk/art/record/99372?highlight=*:*
 Self Portrait against Window (Circa 1983),Gwen W. Hardie,https://collections.ed.ac.uk/art/record/22593?highlight=*:*
 Large Cheeseplant ,Susan Alexander,https://collections.ed.ac.uk/art/record/50377?highlight=*:*
 Gothic figure of a deacon ,,https://collections.ed.ac.uk/art/record/20604?highlight=*:*
 Untitled (11 May 1962),John Nelson,https://collections.ed.ac.uk/art/record/21643?highlight=*:*
 Seated Male Nude (1953),Roy McCallum,https://collections.ed.ac.uk/art/record/20897?highlight=*:*
 Female Portrait (verso) ,John Whittaker,https://collections.ed.ac.uk/art/record/22739?highlight=*:*
 'Gods' and Chiton Fig East Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20684?highlight=*:*
 Portrait of a Man (Circa 1963),Ruth M. L. Walker,https://collections.ed.ac.uk/art/record/122806?highlight=*:*
 Riders from South Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20724?highlight=*:*
 Unknown (1957),Rupert F C Cracknell,https://collections.ed.ac.uk/art/record/50538?highlight=*:*
 Portrait of a Girl (1949),Leszek T. Muszynski,https://collections.ed.ac.uk/art/record/22682?highlight=*:*
 Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99809?highlight=*:*
 Portrait of a Young Man (1960),Ann Macmillan,https://collections.ed.ac.uk/art/record/20988?highlight=*:*
 Portrait of a Seated Woman (1950),Alexander F Mitchell,https://collections.ed.ac.uk/art/record/21053?highlight=*:*
 Portrait of a Young Man (1960),Thora Clyne,https://collections.ed.ac.uk/art/record/20985?highlight=*:*
 Lid ,Emma Gillies,https://collections.ed.ac.uk/art/record/122073?highlight=*:*
 Red/Orange Connections ,Joanna Wilson,https://collections.ed.ac.uk/art/record/21003?highlight=*:*
 Eclectic (2007),Catherine Sargeant,https://collections.ed.ac.uk/art/record/99852?highlight=*:*
 Portrait of a Seated Man (1954),Ursula Giles,https://collections.ed.ac.uk/art/record/21211?highlight=*:*
 Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21970?highlight=*:*
 Gem cabinet 2 (of 6) containing 43 medallions ,Unknown,https://collections.ed.ac.uk/art/record/20616?highlight=*:*
 The Dead Christ (1831),Unknown,https://collections.ed.ac.uk/art/record/20573?highlight=*:*
 Untitled ,M. Donlevy,https://collections.ed.ac.uk/art/record/112506?highlight=*:*
 Unknown (1949),T A Suter Watt,https://collections.ed.ac.uk/art/record/50456?highlight=*:*
 Untitled (1976),Paul Grime,https://collections.ed.ac.uk/art/record/21831?highlight=*:*
 Untitled (1981),Isobel Jack,https://collections.ed.ac.uk/art/record/21578?highlight=*:*
 Thick Pale Green ,Unknown,https://collections.ed.ac.uk/art/record/22547?highlight=*:*
 Male Portrait (1959),Peter McGinn,https://collections.ed.ac.uk/art/record/22686?highlight=*:*
 Untitled - Nude Female Sitting (1962),Geoffrey J Roper,https://collections.ed.ac.uk/art/record/99367?highlight=*:*
 Sketch of Window for Final Composition ,Colin Brown,https://collections.ed.ac.uk/art/record/53567?highlight=*:*
 Machine embroidered stole (1958),Unknown,https://collections.ed.ac.uk/art/record/102685?highlight=*:*
 Standing Nude Woman (1955),Edith C. Duke,https://collections.ed.ac.uk/art/record/122832?highlight=*:*
 Unknown ,Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/50637?highlight=*:*
 Profile of Female Nude (Circa 1970),Patrick J. Hickey,https://collections.ed.ac.uk/art/record/22510?highlight=*:*
 One Pound Coin (2017),Lara Hirst,https://collections.ed.ac.uk/art/record/100017?highlight=*:*
 Untitled ,Kathleen Russell,https://collections.ed.ac.uk/art/record/99524?highlight=*:*
 Chimneypiece from a house in Le Mans ,Unknown,https://collections.ed.ac.uk/art/record/20553?highlight=*:*
 Riders from the West Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20664?highlight=*:*
 Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53667?highlight=*:*
 Untitled - Abstract Woman (1963),Chloe E Brayn,https://collections.ed.ac.uk/art/record/99374?highlight=*:*
 Two Views of a Man Seated (1959),Grace Nichol,https://collections.ed.ac.uk/art/record/21120?highlight=*:*
 Untitled (2002-2007),Greta Grendaite,https://collections.ed.ac.uk/art/record/99897?highlight=*:*
 Portrait of a Man in Red Shirt (1968),Alan T. Johnston,https://collections.ed.ac.uk/art/record/21423?highlight=*:*
 Blindfolded Woman at Arch ,David C Duke,https://collections.ed.ac.uk/art/record/22551?highlight=*:*
 Untitled (1963),Iona Murray,https://collections.ed.ac.uk/art/record/22003?highlight=*:*
 View of a Shipyard (1966),Roy M. W. Cameron,https://collections.ed.ac.uk/art/record/122837?highlight=*:*
 Passage with Stacks and Artificial Light (1981),Colin A. Lawson,https://collections.ed.ac.uk/art/record/22554?highlight=*:*
 Standing Female Nude (1925-1926),John Maxwell,https://collections.ed.ac.uk/art/record/93357?highlight=*:*
 Portrait of a Man through a Door ,Paul Gladston,https://collections.ed.ac.uk/art/record/21526?highlight=*:*
 Self Portrait ,Ursula Giles,https://collections.ed.ac.uk/art/record/22728?highlight=*:*
 Morgue (1997),Susan Calder,https://collections.ed.ac.uk/art/record/22684?highlight=*:*
 Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53517?highlight=*:*
 Standing Female Nude (1949),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/22516?highlight=*:*
 Seated Female Nude ,Lucy Bowman,https://collections.ed.ac.uk/art/record/21443?highlight=*:*
 Unknown ,Mary C. A. Edmond,https://collections.ed.ac.uk/art/record/53523?highlight=*:*
 Unknown (1954),D. Gordon Campbell,https://collections.ed.ac.uk/art/record/50634?highlight=*:*
 Seated Figure with Gun ,Gregg Magee,https://collections.ed.ac.uk/art/record/21448?highlight=*:*
 Rooster (Unknown),Milton Goldstein,https://collections.ed.ac.uk/art/record/21657?highlight=*:*
 Unknown (1950),Thomas Clapperton,https://collections.ed.ac.uk/art/record/50561?highlight=*:*
 Untitled (Unknown),Stella Auchinleck,https://collections.ed.ac.uk/art/record/21572?highlight=*:*
 Plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53718?highlight=*:*
 Untitled (1995-1996),Arabella Harvey,https://collections.ed.ac.uk/art/record/21724?highlight=*:*
 Unknown (1960),Robin E. Bownass,https://collections.ed.ac.uk/art/record/50607?highlight=*:*
 Two Men in a Country Landscape (1952),James P W Syme,https://collections.ed.ac.uk/art/record/22717?highlight=*:*
 Bust of Apollo Belvedere ,Unknown,https://collections.ed.ac.uk/art/record/20581?highlight=*:*
 Untitled (Unknown),Susie Wilson,https://collections.ed.ac.uk/art/record/21964?highlight=*:*
 Sampler (1932),Patty Mitchell,https://collections.ed.ac.uk/art/record/100013?highlight=*:*
 Abstract ,V. Constant,https://collections.ed.ac.uk/art/record/111444?highlight=*:*
 Lucca (1949),J. C. Grant Duncan,https://collections.ed.ac.uk/art/record/21367?highlight=*:*
 Unknown (1946),Alan Lefley,https://collections.ed.ac.uk/art/record/50485?highlight=*:*
 Portrait of a Woman (1939),Jessie May Stirling,https://collections.ed.ac.uk/art/record/21135?highlight=*:*
 Portrait of a Man ,Donald Whyte,https://collections.ed.ac.uk/art/record/21475?highlight=*:*
 Untitled (1964),Carole Danielson,https://collections.ed.ac.uk/art/record/22483?highlight=*:*
 Grandmother (1962),John Bellany,https://collections.ed.ac.uk/art/record/21532?highlight=*:*
 Untitled (17 May 2000),Kate Stancliffe,https://collections.ed.ac.uk/art/record/22001?highlight=*:*
 Part Piece ,Christopher Nugent,https://collections.ed.ac.uk/art/record/122964?highlight=*:*
 Riders from the North Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20705?highlight=*:*
 Unknown (1950),James T. Ferguson,https://collections.ed.ac.uk/art/record/53500?highlight=*:*
 Untitled (1987),Susan Jones,https://collections.ed.ac.uk/art/record/21880?highlight=*:*
 Standing Woman (1959),C Byron,https://collections.ed.ac.uk/art/record/20915?highlight=*:*
 Untitled - Birdcage and Baby (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99349?highlight=*:*
 Altarpiece of the Coronation of the Virgin ,Unknown,https://collections.ed.ac.uk/art/record/20563?highlight=*:*
 Reclining Nude Woman (1962),Norma M. Kirk,https://collections.ed.ac.uk/art/record/122692?highlight=*:*
 Unknown ,Muriel Davidson,https://collections.ed.ac.uk/art/record/53474?highlight=*:*
 Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53629?highlight=*:*
 Still Life ,Ianthe Fisher,https://collections.ed.ac.uk/art/record/122898?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99858?highlight=*:*
 Portrait of a Seated Man in a Cap (1960),Kenneth Muir,https://collections.ed.ac.uk/art/record/20983?highlight=*:*
 Untitled (2007),Patricio Esteban Briceno,https://collections.ed.ac.uk/art/record/99964?highlight=*:*
 Composition with Stripes and Full Moon (Circa 1973),Peter Bewsey,https://collections.ed.ac.uk/art/record/20759?highlight=*:*
 Reclining Nude (1952),James P W Syme,https://collections.ed.ac.uk/art/record/20840?highlight=*:*
 Seaside Landscape (1953),Thelma M Macdonald,https://collections.ed.ac.uk/art/record/21011?highlight=*:*
 Three Street Views ,"Unknown, Michael Lennox",https://collections.ed.ac.uk/art/record/21176?highlight=*:*
 Portrait of a Woman (1969),Lynn Bushell,https://collections.ed.ac.uk/art/record/21093?highlight=*:*
 Standing Male Nude (Circa 1952),John Houston,https://collections.ed.ac.uk/art/record/21350?highlight=*:*
 Dish ,Emma Gillies,https://collections.ed.ac.uk/art/record/122069?highlight=*:*
 Woman with Pink Hair ,H Rogers,https://collections.ed.ac.uk/art/record/21476?highlight=*:*
 Seated Female Nude (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/21167?highlight=*:*
 Study for completed image (1960),Vivien Alexander,https://collections.ed.ac.uk/art/record/50624?highlight=*:*
 Lovers and birds (1963),Norman Thom,https://collections.ed.ac.uk/art/record/99418?highlight=*:*
 Untitled (1962),F. Milner,https://collections.ed.ac.uk/art/record/21761?highlight=*:*
 Plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53715?highlight=*:*
 Standing Male Nude (1960s),Alan Dempster,https://collections.ed.ac.uk/art/record/21277?highlight=*:*
 Standing Male Nude with staff (1949-1952),Adam Robson,https://collections.ed.ac.uk/art/record/20812?highlight=*:*
 Untitled - Sitting Figure (1992),Victoria A. James,https://collections.ed.ac.uk/art/record/99462?highlight=*:*
 Unknown ,Unknown,https://collections.ed.ac.uk/art/record/53509?highlight=*:*
 Music is art that colour your life with feelings (1999),Rumi Augusta Nogua,https://collections.ed.ac.uk/art/record/102742?highlight=*:*
 Horses and men (facing left) ,,https://collections.ed.ac.uk/art/record/20659?highlight=*:*
 Portrait of a Man (1959),Jean I. Beattie,https://collections.ed.ac.uk/art/record/20920?highlight=*:*
 Still Life with a Jar of Cherries (1969),Rosemary E. Hamblin,https://collections.ed.ac.uk/art/record/122683?highlight=*:*
 3.a Clarendon serif ,Anthony Benjamin,https://collections.ed.ac.uk/art/record/21670?highlight=*:*
 Unknown (1901),George Bain,https://collections.ed.ac.uk/art/record/50457?highlight=*:*
 Car Interior ,Elise Brown,https://collections.ed.ac.uk/art/record/21495?highlight=*:*
 Unknown (1947),Margaret C. Ogilvy,https://collections.ed.ac.uk/art/record/50494?highlight=*:*
 Landscape (1952),James P W Syme,https://collections.ed.ac.uk/art/record/20839?highlight=*:*
 Posts in the Landscape (01 May 1985),Allison E Sharpe,https://collections.ed.ac.uk/art/record/21469?highlight=*:*
 The Milliner's Shop (Circa 1946),Marjorie H. McLachlan,https://collections.ed.ac.uk/art/record/122744?highlight=*:*
 Drawing of a Woman (12 NOV 1960),Sheila Percival,https://collections.ed.ac.uk/art/record/20991?highlight=*:*
 Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53576?highlight=*:*
 Birds & Peonies (2002),Asuka Ohsawa,https://collections.ed.ac.uk/art/record/99940?highlight=*:*
 Untitled (2014),Rachel Hill,https://collections.ed.ac.uk/art/record/47449?highlight=*:*
 Portrait of a Woman (1956),John Sprakes DA (Edinburgh) PG (Edinburgh) ROI RBA MAFA,https://collections.ed.ac.uk/art/record/21191?highlight=*:*
 Untitled (1963),W. Douglas,https://collections.ed.ac.uk/art/record/21768?highlight=*:*
 Portrait of a Man ,Firth,https://collections.ed.ac.uk/art/record/21327?highlight=*:*
 Car Crash ,Tim Stott,https://collections.ed.ac.uk/art/record/93373?highlight=*:*
 Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21683?highlight=*:*
 Espresso Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53686?highlight=*:*
 Untitled (1962),John Fraser,https://collections.ed.ac.uk/art/record/99819?highlight=*:*
 Unknown ,Unknown,https://collections.ed.ac.uk/art/record/50383?highlight=*:*
 Unknown (1950),James Bowman,https://collections.ed.ac.uk/art/record/50609?highlight=*:*
 Milkweed (1952),Margaret Lowengrund,https://collections.ed.ac.uk/art/record/21676?highlight=*:*
 Big Handed Woman with Fur Collar (verso) (1953),Llewella C. Brayne,https://collections.ed.ac.uk/art/record/22706?highlight=*:*
 Fields with Haystacks (1953),Iain West,https://collections.ed.ac.uk/art/record/20851?highlight=*:*
 Kneeling Female Nude (1957),Andrew Conkie,https://collections.ed.ac.uk/art/record/20925?highlight=*:*
 Three Views of a Standing Woman (1949),Douglas Gordon,https://collections.ed.ac.uk/art/record/21101?highlight=*:*
" Head of a Young Girl, 1465 ",Unknown,https://collections.ed.ac.uk/art/record/20570?highlight=*:*
 Street Scene (1964),Peter Pretsell,https://collections.ed.ac.uk/art/record/21419?highlight=*:*
 Unknown ,Robert Hamilton Dalrymple,https://collections.ed.ac.uk/art/record/53532?highlight=*:*
 Portrait of a Seated Woman (1958),Ann Forbes,https://collections.ed.ac.uk/art/record/21112?highlight=*:*
 Plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53711?highlight=*:*
 Portrait of a Woman (1954),D Stewart Lowdon,https://collections.ed.ac.uk/art/record/21214?highlight=*:*
" Coast of Aubrey, Largs (1990)",Karen Guthrie,https://collections.ed.ac.uk/art/record/21686?highlight=*:*
 Side Plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53613?highlight=*:*
 Fox Watch No.1 (1970),Alan Davie,https://collections.ed.ac.uk/art/record/21695?highlight=*:*
 Near Limoges (1986),Jo Ganter,https://collections.ed.ac.uk/art/record/21963?highlight=*:*
 Figure in a Setting (Circa 1963),Unknown,https://collections.ed.ac.uk/art/record/122791?highlight=*:*
 Untitled (Unknown),Anne Slater,https://collections.ed.ac.uk/art/record/21797?highlight=*:*
 Untitled - Self-Portrait (1968),Arthur J Baglee,https://collections.ed.ac.uk/art/record/99381?highlight=*:*
 Untitled ,Garry Marshall,https://collections.ed.ac.uk/art/record/112341?highlight=*:*
" Male Nude, possibly Hermes (with bubbly feet) ",Unknown,https://collections.ed.ac.uk/art/record/20603?highlight=*:*
 Replica cast (white) of of GE33 ,Unknown,https://collections.ed.ac.uk/art/record/20652?highlight=*:*
 Untitled ,Dr Ainslie Yule,https://collections.ed.ac.uk/art/record/99535?highlight=*:*
 Mods and Rockers ,George M. Donald,https://collections.ed.ac.uk/art/record/122829?highlight=*:*
 Unknown (harbour drawing) ,Ben Nicholson,https://collections.ed.ac.uk/art/record/53471?highlight=*:*
 Teacup ,Emma Gillies,https://collections.ed.ac.uk/art/record/53645?highlight=*:*
 Unknown ,Unknown,https://collections.ed.ac.uk/art/record/53503?highlight=*:*
 Lewis Landscape (1983),Ann C. Campbell,https://collections.ed.ac.uk/art/record/122920?highlight=*:*
 Still Life with Jar (Circa 1958),Peter C. Standen,https://collections.ed.ac.uk/art/record/122788?highlight=*:*
 29 Split Summer Festival (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22041?highlight=*:*
 Alligator ,Morag A. MacDonald,https://collections.ed.ac.uk/art/record/22575?highlight=*:*
 Standing Male Nude with White Cloth over Shoulders (1950),Joan Connell,https://collections.ed.ac.uk/art/record/122863?highlight=*:*
 Portrait of a Woman (1962),James T Carlyle,https://collections.ed.ac.uk/art/record/21282?highlight=*:*
 Snowed Under (1998),John Brown,https://collections.ed.ac.uk/art/record/21863?highlight=*:*
 Seated Female Nude on Painted Wooden Chair (1967),Gwendolene H. MacKenzie,https://collections.ed.ac.uk/art/record/122722?highlight=*:*
 Interior (Circa 1975),Brian D. Henderson,https://collections.ed.ac.uk/art/record/22623?highlight=*:*
 Untitled (Unknown),Ciaran O'Nuallian,https://collections.ed.ac.uk/art/record/99971?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21782?highlight=*:*
 Sea Shore (Unknown),Richard Florsheim,https://collections.ed.ac.uk/art/record/21662?highlight=*:*
 Stadium (1987-1988),Jane V Hyslop,https://collections.ed.ac.uk/art/record/21457?highlight=*:*
 Sleep and the City (1957),Norman E Kirkpatrick,https://collections.ed.ac.uk/art/record/21024?highlight=*:*
 Untitled (1983),Elizabeth Gourlay,https://collections.ed.ac.uk/art/record/21595?highlight=*:*
 Untitled - Figure Drawing of Semi-Nude Male with Water Jug (1964),Gordon Bryce,https://collections.ed.ac.uk/art/record/99284?highlight=*:*
 Portrait of a Man ,John Hunter,https://collections.ed.ac.uk/art/record/21041?highlight=*:*
 Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53575?highlight=*:*
 Espresso Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53685?highlight=*:*
 Untitled (1983-1984),Moyna Flannigan,https://collections.ed.ac.uk/art/record/21915?highlight=*:*
 Standing Male Nude (1954),Kathleen M D Mole,https://collections.ed.ac.uk/art/record/21052?highlight=*:*
 Untitled - Life Drawing of a Bearded Man in Brown Jacket (1967),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99252?highlight=*:*
 Horse ,Emma Gillies,https://collections.ed.ac.uk/art/record/53756?highlight=*:*
 Unknown ,Unknown,https://collections.ed.ac.uk/art/record/53602?highlight=*:*
 Portrait of a Woman (1963),Roger Cameron,https://collections.ed.ac.uk/art/record/21319?highlight=*:*
 Untitled - Nighttime Scene of the City and River (1962),Geoffrey J Roper,https://collections.ed.ac.uk/art/record/99370?highlight=*:*
 Untitled (1963),Carol Handyside,https://collections.ed.ac.uk/art/record/99841?highlight=*:*
 Cast Study of Antique Bust ,Kenneth Dingwall,https://collections.ed.ac.uk/art/record/50629?highlight=*:*
 Abstract in Yellow and Black (1991),Unknown,https://collections.ed.ac.uk/art/record/22630?highlight=*:*
 Untitled (2002),Lindsey Edghill,https://collections.ed.ac.uk/art/record/99943?highlight=*:*
 Unknown ,Leonard I. H. Gray,https://collections.ed.ac.uk/art/record/53484?highlight=*:*
 Still Life with Apples (Circa 1966),Jean E. Selby,https://collections.ed.ac.uk/art/record/122764?highlight=*:*
 Portrait of a Woman (Circa 1939),Ian R McRobbie,https://collections.ed.ac.uk/art/record/21138?highlight=*:*
 Untitled - Two Abstract Melting Faces (1985-1986),Graeme Murray,https://collections.ed.ac.uk/art/record/99335?highlight=*:*
 Untitled (Unknown),Edward Stratton,https://collections.ed.ac.uk/art/record/21800?highlight=*:*
 Victorian collar (1956),Unknown,https://collections.ed.ac.uk/art/record/102699?highlight=*:*
 Unknown (1946),Margaret C. Ogilvy,https://collections.ed.ac.uk/art/record/50493?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21620?highlight=*:*
 Untitled (11 Nov 1977),Lesley A. Crave,https://collections.ed.ac.uk/art/record/21885?highlight=*:*
 Untitled - Abstract Cathedral (1961),Vivien Alexander,https://collections.ed.ac.uk/art/record/99385?highlight=*:*
 Untitled (Unknown),Jennifer C. Lindsay,https://collections.ed.ac.uk/art/record/21877?highlight=*:*
 Seated Female Nude (1953),Rosemary Schofield,https://collections.ed.ac.uk/art/record/20942?highlight=*:*
 Abstract on Blue* ,Unknown,https://collections.ed.ac.uk/art/record/22536?highlight=*:*
 Forth Shore II (1985),Gwyneth M. Leech,https://collections.ed.ac.uk/art/record/21801?highlight=*:*
 Standing Female Nude at Mirror (1962),Robert S. Crozier,https://collections.ed.ac.uk/art/record/22663?highlight=*:*
 Unknown ,Unknown,https://collections.ed.ac.uk/art/record/50433?highlight=*:*
 Bearded Man Sitting (Circa 1973),Catherine A. MacLean,https://collections.ed.ac.uk/art/record/22621?highlight=*:*
 Unknown (1949),Alexander Cree,https://collections.ed.ac.uk/art/record/50543?highlight=*:*
 Unknown ,Helen Gibbs,https://collections.ed.ac.uk/art/record/50387?highlight=*:*
 Standing Male Nude (Circa 1939),Alistair W McCheyne,https://collections.ed.ac.uk/art/record/21085?highlight=*:*
 Untitled ,,https://collections.ed.ac.uk/art/record/20661?highlight=*:*
 Untitled - Still Life of Kitchen Table in Orange (1963),William O. Little,https://collections.ed.ac.uk/art/record/99269?highlight=*:*
 Head of a Woman (1948),Gavin Stuart,https://collections.ed.ac.uk/art/record/20827?highlight=*:*
 Figure on Stage (1984),Robert A. C. MacLaurin,https://collections.ed.ac.uk/art/record/122741?highlight=*:*
 Portrait of a Seated Woman (1961),Robin Forrester,https://collections.ed.ac.uk/art/record/21295?highlight=*:*
 Portrait of a Man (1959),,https://collections.ed.ac.uk/art/record/20973?highlight=*:*
 Untitled (Unknown),Vivian Hinkley,https://collections.ed.ac.uk/art/record/21858?highlight=*:*
 Untitled (1969),James Fleming,https://collections.ed.ac.uk/art/record/22489?highlight=*:*
 Portrait of a Woman's Head (1949),Thomas Kim Redpath,https://collections.ed.ac.uk/art/record/20781?highlight=*:*
 Unknown (1953),Laura Nye,https://collections.ed.ac.uk/art/record/53571?highlight=*:*
 Unknown (1964),Ian Patterson,https://collections.ed.ac.uk/art/record/53582?highlight=*:*
 Reclining Nude ,Doreen Taylor,https://collections.ed.ac.uk/art/record/122774?highlight=*:*
 Replica cast (white) of Partheonon slab GE31 ,Unknown,https://collections.ed.ac.uk/art/record/20655?highlight=*:*
 Still Life with Jugs and Milk Bottle (Circa 1962),Kathleen B. Russell,https://collections.ed.ac.uk/art/record/122781?highlight=*:*
 Untitled (Unknown),George Glen,https://collections.ed.ac.uk/art/record/21720?highlight=*:*
 Head (1987),Janice McNab,https://collections.ed.ac.uk/art/record/22685?highlight=*:*
